16092040	3.31528
16092042	3.5025
16092044	4.02083
16092048	4.59194
16092049	4.93972
16092050	5.46611
16092051	5.98056
16092052	6.64111
16092053	6.72278
16092054	7.24917
16092055	7.91139
16092063	0.150833
16092064	0.687222
16092065	1.14
16092066	1.64528
16092067	2.16861
16092068	2.71472
16092069	3.21
16092070	3.76111
16092071	4.76722
16093001	4.79056
16093002	5.31861
16093003	5.84861
16093004	6.50833
16093010	0.151111
16093011	1.28444
16093012	1.34694
16093013	1.87917
16093014	2.92222
16093015	2.9525
16093016	3.73111
16093017	3.80833
16093018	4.28167

