
16078036	18789	1843
16078037	18789	1863
16078038	18789	861
16078039	18789	1802
16078040	18789	1987
16078041	18789	1838
16078042	18789	1930
16078055	18790	2214
16078056	18790	1953
16079001	18790	1905
16079010	18792	693
16079011	18792	1127
16079013	18792	1826
16079014	18792	1852
16079015	18792	1881
16079016	18792	2004
16079017	18792	3363
16079018	18792	2848
16079019	18792	2617
16079020	18792	616
16079021	18792	482
16079022	18792	2698
16079023	18792	2771
16079024	18792	975
16079027	18792	1170
16079028	18792	437
16079029	18792	511
16079030	18792	473
16079031	18792	2474
16079032	18792	2856
16079033	18792	1285
16079034	18792	2290
16079035	18792	521
16079036	18792	1815
16079045	18793	854
16079046	18793	1134
16079047	18793	1833
16079054	18793	1882
16079057	18793	388
16079059	18793	2034
16079060	18793	1962
16079061	18793	1800
16079062	18793	1545
16079063	18793	1127
16080002	18793	1014
16080003	18793	1077
16080004	18793	1877
16080005	18793	1432
16080006	18793	763
16080007	18793	562
16080012	18794	522
16080013	18794	1374
16080014	18794	1904
16080015	18794	1826
16080020	18795	2522
16080021	18795	2710
16080022	18795	1597
16080023	18795	2077
16080024	18795	2203
16080025	18795	487
16080026	18795	2022
16080027	18795	1884
16080028	18795	1925
16080029	18795	2063
16080030	18795	461
16080031	18795	2004
16080032	18795	2259
16080033	18795	2216
16080043	18796	904
16080044	18796	1357
16080045	18796	1811
16080046	18796	1797
16080047	18796	1839
16080048	18796	1829
16080049	18796	1270
16080050	18796	2131
16080051	18796	2229
16080052	18796	1996
16080053	18796	1852
16080054	18796	1093
16080055	18796	1884
16081001	18796	2008
16081002	18796	1612
16081003	18796	1259
16081004	18796	800
16081012	18797	1733
16081013	18797	1295
16081015	18797	1905
16081016	18797	1916
16081017	18797	1950
16081018	18797	1082
16081019	18797	1723
16081020	18797	1736
16081021	18797	993
16081022	18797	2235
16081024	18797	453
16081025	18797	824
16081036	18798	2079
16081037	18798	981
16081048	18800	973
16081049	18800	1832
16081050	18800	1963
16081052	18800	1800
16081053	18800	1845
16081054	18800	1096
16081055	18800	1907
16081056	18800	1856
16081057	18800	2059
16081058	18800	2338
16081059	18800	1921
16081060	18800	1956
16081061	18800	1842
16082001	18800	1965
16082002	18800	978
16082011	18801	1288
16082012	18801	2417
16082013	18801	2061
16082017	18801	202
16082018	18801	1902
16082019	18801	1869
16082022	18801	1916
16082023	18801	2638
16082025	18801	2233
16082027	18801	1205
16082028	18801	1797
16082029	18801	545
16082039	18803	1518
16082040	18803	1792
16082041	18803	1818
16082042	18803	1826
16082043	18803	493
16082045	18803	496
16082046	18803	1459
16082047	18803	1828
16082048	18803	1731
16082049	18803	1811
16082050	18803	1810
16082051	18803	1809
16082052	18803	1317
16082053	18803	1807
16082054	18803	1681
16082055	18803	1822
16082056	18803	1800
16082057	18803	1236
16083004	18804	1848
16083005	18804	1256
16083006	18804	1822
16083007	18804	1922
16083008	18804	1804
16083009	18804	1132
16083010	18804	1821
16083011	18804	1832
16083012	18804	1873
16083013	18804	1806
16083014	18804	1972
16083015	18804	633
16083016	18804	1951
16083017	18804	751
16083018	18804	1791
16083019	18804	241
16083041	18805	1838
16083042	18805	1737
16083043	18805	1236
16083044	18805	629
16083045	18805	1076
16083046	18805	1840
16083048	18805	430
16083049	18805	760
16083050	18805	1037
16083052	18805	1812
16083053	18805	1814
16083055	18805	2075
16083056	18805	607
16083057	18805	1815
16083058	18805	1873
16083059	18805	1827
16083060	18805	1447
16084004	18807	2007
16084006	18807	1658
16084007	18807	1871
16084008	18807	2010
16084009	18807	1833
16084011	18807	924
16084012	18807	1771
16084013	18807	1814
16084014	18807	2321
16084015	18807	1928
16085005	18815	271
16085006	18815	1825
16085007	18815	206
16085008	18815	363
16085009	18815	2098
16085011	18815	1319
16085012	18815	864
16085013	18815	1292
16085014	18815	819
16085023	18816	1878
16085024	18816	1838
16085025	18816	1840
16085026	18816	1849
16085027	18816	1372
16085028	18816	1886
16085029	18816	1855
16085030	18816	1104
16085031	18816	1821
16085032	18816	1842
16085033	18816	1417
16085035	18816	1813
16085036	18816	2549
16085037	18816	1804
16085051	18818	2165
16085052	18818	193
16085054	18818	1846
16085055	18818	1488
16085056	18818	1825
16085057	18818	1795
16085058	18818	897
16085061	18819	2055
16085062	18819	1841
16085065	18819	805
16085067	18819	238
16085069	18819	262
16085071	18819	271
16085072	18819	2023
16085073	18819	878
16085074	18819	1879
16086001	18819	1894
16086002	18819	1811
16086003	18819	1848
16086004	18819	1935
16086005	18819	711
16086006	18819	1832
16086007	18819	1818
16086008	18819	1435
16086024	18820	1948
16086025	18820	2196
16086026	18820	1908
16086027	18820	1892
16086028	18820	1817
16086030	18820	1891
16086031	18820	1840
16086032	18820	1878
16086033	18820	1949
16086034	18820	1666
16086035	18820	920
16086036	18820	1786
16086037	18820	1301
16086038	18820	1183
16086039	18820	1833
16086040	18820	2026
16086041	18820	2079
16086042	18820	847
16086050	18827	1814
16086051	18827	1802
16086052	18827	942
16086053	18827	1830
16086054	18827	1882
16087001	18827	2236
16087002	18827	1808
16087003	18827	1043
16087004	18827	1810
16087005	18827	1881
16087006	18827	1764
16087007	18827	1376
16087008	18827	1902
16087009	18827	1966
16087010	18827	1584
16087011	18827	806
16087019	18828	1870
16087020	18828	802
16087021	18828	1833
16087022	18828	1824
16087023	18828	1818
16087024	18828	1406
16087025	18828	1812
16087026	18828	1816
16087027	18828	1871
16087028	18828	1561
16087029	18828	1817
16087030	18828	1719
16087031	18828	1816
16087032	18828	2139
16087033	18828	2485
16087041	18829	1835
16087042	18829	1813
16087043	18829	1850
16087044	18829	1230
16087045	18829	1894
16087046	18829	2048
16087047	18829	518
16087048	18829	1811
16087049	18829	1897
16087050	18829	1811
16087051	18829	1922
16087052	18829	1665
16087053	18829	1808
16087054	18829	1750
16087055	18829	1829
16088001	18829	1064
16088013	18837	1240
16088016	18837	1823
16088017	18837	1849
16088018	18837	1804
16088019	18837	1825
16088020	18837	1285
16088021	18837	1814
16088022	18837	1879
16088023	18837	1813
16088025	18837	1816
16088026	18837	1727
16088027	18837	683
16088028	18837	1809
16088029	18837	1833
16088030	18837	1818
16088031	18837	1497
16088040	18838	1809
16088041	18838	1807
16088042	18838	1802
16088043	18838	1800
16088044	18838	648
16088045	18838	1806
16088046	18838	1805
16088047	18838	1821
16088048	18838	1822
16088049	18838	933
16088050	18838	2005
16089001	18838	1170
16089002	18838	342
16089003	18838	760
16089004	18838	1931
16089005	18838	1994
16089015	18843	1176
16089016	18843	1815
16089017	18843	1819
16089018	18843	1825
16089019	18843	1497
16089020	18843	1815
16089024	18843	1815
16089026	18843	1862
16089027	18843	1816
16089028	18843	1378
16089029	18843	1767
16089030	18843	1821
16089031	18843	2079
16089041	18846	1807
16089042	18846	1807
16089043	18846	411
16089044	18846	1423
16089045	18846	1828
16089046	18846	1815
16089047	18846	190
16089048	18846	611
16089049	18846	1836
16089050	18846	1645
16089051	18846	2011
16089052	18846	1857
16089053	18846	1921
16089054	18846	658
16090001	18846	972
16090002	18846	1887
16090003	18846	1898
16090004	18846	1773
16090005	18846	314
16090015	18847	2249
16090016	18847	616
16090017	18847	1888
16090018	18847	1928
16090019	18847	1923
16090020	18847	1241
16090021	18847	1908
16090022	18847	1775
16090023	18847	1807
16090024	18847	1809
16090025	18847	1806
16090026	18847	1390
16090027	18847	1805
16090028	18847	1805
16090029	18847	1839
16090030	18847	965
16090038	18848	1567
16090039	18848	1631
16090041	18849	2896
16090042	18849	1807
16090044	18849	1283
16090045	18849	2029
16090046	18849	2394
16090047	18849	1801
16090048	18849	1820
16090049	18849	1438
16090050	18849	1806
16090051	18849	1838
16090052	18849	1432
16090053	18849	1184
16091003	18850	1871
16091004	18850	1870
16091005	18850	1877
16091006	18850	1831
16091007	18850	1814
16091008	18850	928
16091009	18850	1908
16091010	18850	1819
16091011	18850	1817
16091012	18850	1849
16091013	18850	1822
16091014	18850	1439
16091039	18852	1296
16091040	18852	148
16091042	18852	499
16091057	18853	599
16091061	18853	919
16091062	18853	1970
16091063	18853	1898
16092001	18853	1856
16092002	18853	1083
16092003	18853	499
16092014	18854	1861
16092015	18854	1303
16092016	18854	1897
16092017	18854	1838
16092018	18854	1893
16092019	18854	1280
16092020	18854	1557
16092021	18854	1897
16092022	18854	1866
16092023	18854	610
16092031	18855	1873
16092033	18855	1326
16092034	18855	1807
16092035	18855	1816
16092036	18855	1801
16092037	18855	1802
16092040	18855	286
16092042	18855	1715
16092044	18855	1322
16092048	18855	1154
16092049	18855	1804
16092050	18855	1787
16092051	18855	479
16092052	18855	1804
16092053	18855	1849
16092054	18855	1807
16092055	18855	697
16092063	18856	1861
16092064	18856	1535
16092065	18856	1810
16092066	18856	1727
16092067	18856	1812
16092068	18856	1338
16092069	18856	1805
16092070	18856	1866
16092071	18856	1844
16093001	18856	1859
16093002	18856	1856
16093003	18856	651
16093004	18856	1346
16093010	18857	1978
16093011	18857	2258
16093012	18857	1872
16093013	18857	1882
16093014	18857	1856
16093015	18857	219
16093016	18857	2106
16093017	18857	1816
16093018	18857	1659
